cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;n_studenti;trial_error;rank_trial_error
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q008;FISIOLOGIA GENERALE ED OCULARE;E3002Q008 - FISIOLOGIA GENERALE ED OCULARE;40;0.25;15
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q010;TECNICHE FISICHE PER L?OPTOMETRIA GENERALE;E3002Q010 - TECNICHE FISICHE PER L?OPTOMETRIA GENERALE;33;0.182;16
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q001;ISTITUZIONI DI MATEMATICA I;E3002Q001 - ISTITUZIONI DI MATEMATICA I;41;0.171;17
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q037;LABORATORIO OTTICA DELLA CONTATTOLOGIA;E3002Q037 - LABORATORIO OTTICA DELLA CONTATTOLOGIA;45;0.033;18
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q012;LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA;E3002Q012 - LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA;46;0.033;18
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E1901R107;PEDAGOGIA DEL CORPO;E1901R107 - PEDAGOGIA DEL CORPO;3;0.0;19
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q104;ARCHITETTURA DEGLI ELABORATORI;E3101Q104 - ARCHITETTURA DEGLI ELABORATORI;307;1.132;1
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q101;COMPLEMENTI DI MATEMATICA;E3101Q101 - COMPLEMENTI DI MATEMATICA;221;0.79;2
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q129;METODI ALGEBRICI PER L'INFORMATICA;E3101Q129 - METODI ALGEBRICI PER L'INFORMATICA;44;0.739;3
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q122;PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA;E3101Q122 - PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA;48;0.708;4
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q103;BASI DI DATI;E3101Q103 - BASI DI DATI;259;0.602;5
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q124;SISTEMI EMBEDDED;E3101Q124 - SISTEMI EMBEDDED;15;0.5;6
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q114;ROBOTICA E AUTOMAZIONE;E3101Q114 - ROBOTICA E AUTOMAZIONE;9;0.5;6
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q131;METODI INFORMATICI PER LA GESTIONE AZIENDALE;E3101Q131 - METODI INFORMATICI PER LA GESTIONE AZIENDALE;36;0.417;7
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q100;ANALISI MATEMATICA;E3101Q100 - ANALISI MATEMATICA;201;0.408;8
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q102;FONDAMENTI DELL'INFORMATICA;E3101Q102 - FONDAMENTI DELL'INFORMATICA;283;0.403;9
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q110;RETI E SISTEMI OPERATIVI;E3101Q110 - RETI E SISTEMI OPERATIVI;244;0.314;10
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q113;ANALISI E PROGETTO DI ALGORITMI;E3101Q113 - ANALISI E PROGETTO DI ALGORITMI;206;0.272;11
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q130;FISICA;E3101Q130 - FISICA;117;0.252;12
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q118;ELABORAZIONE DELLE IMMAGINI;E3101Q118 - ELABORAZIONE DELLE IMMAGINI;30;0.233;13
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q127;PROBABILITA' E STATISTICA PER L'INFORMATICA;E3101Q127 - PROBABILITA' E STATISTICA PER L'INFORMATICA;205;0.222;14
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q117;BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI;E3101Q117 - BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI;25;0.2;15
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q126;TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI;E3101Q126 - TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI;34;0.147;16
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q112;SISTEMI DISTRIBUITI;E3101Q112 - SISTEMI DISTRIBUITI;232;0.142;17
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q116;ELEMENTI DI BIOINFORMATICA;E3101Q116 - ELEMENTI DI BIOINFORMATICA;20;0.125;18
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q128;RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE;E3101Q128 - RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE;178;0.115;19
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q108;LINGUAGGI DI PROGRAMMAZIONE;E3101Q108 - LINGUAGGI DI PROGRAMMAZIONE;213;0.11;20
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q109;ANALISI E PROGETTAZIONE DEL SOFTWARE;E3101Q109 - ANALISI E PROGETTAZIONE DEL SOFTWARE;245;0.1;21
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q107;ALGORITMI E STRUTTURE DATI;E3101Q107 - ALGORITMI E STRUTTURE DATI;289;0.1;21
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q123;SICUREZZA ED AFFIDABILITA';E3101Q123 - SICUREZZA ED AFFIDABILITA';169;0.074;22
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q120;INTERAZIONE UOMO - MACCHINA;E3101Q120 - INTERAZIONE UOMO - MACCHINA;51;0.059;23
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q119;INGEGNERIA DEL SOFTWARE;E3101Q119 - INGEGNERIA DEL SOFTWARE;28;0.036;24
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q106;PROGRAMMAZIONE 2;E3101Q106 - PROGRAMMAZIONE 2;232;0.017;25
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q115;COMPLEMENTI DI BASI DI DATI;E3101Q115 - COMPLEMENTI DI BASI DI DATI;48;0.01;26
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q111;LINGUAGGI E COMPUTABILITA';E3101Q111 - LINGUAGGI E COMPUTABILITA';234;0.004;27
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q121;METODI FORMALI;E3101Q121 - METODI FORMALI;7;0.0;28
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q105;PROGRAMMAZIONE 1;E3101Q105 - PROGRAMMAZIONE 1;281;0.0;28
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q001;MATEMATICA I;E3201Q001 - MATEMATICA I;59;1.339;1
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q106;CHIMICA ANALITICA;E3201Q106 - CHIMICA ANALITICA;38;0.789;2
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q069;BOTANICA;E3201Q069 - BOTANICA;80;0.706;3
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q040;MATEMATICA II;E3201Q040 - MATEMATICA II;41;0.659;4
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q076;ECOLOGIA;E3201Q076 - ECOLOGIA;46;0.63;5
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q092;CHIMICA FISICA;E3201Q092 - CHIMICA FISICA;34;0.559;6
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q091;FISICA TERRESTRE;E3201Q091 - FISICA TERRESTRE;35;0.543;7
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q107;PRINCIPI DI SCIENZE DELLA TERRA;E3201Q107 - PRINCIPI DI SCIENZE DELLA TERRA;92;0.538;8
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q073;FISICA APPLICATA;E3201Q073 - FISICA APPLICATA;23;0.522;9
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q067;CHIMICA GENERALE ED INORGANICA;E3201Q067 - CHIMICA GENERALE ED INORGANICA;66;0.492;10
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3401Q053;INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI;E3401Q053 - INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI;4;0.375;11
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q074;CHIMICA ORGANICA;E3201Q074 - CHIMICA ORGANICA;56;0.375;11
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q079;GEOPEDOLOGIA;E3201Q079 - GEOPEDOLOGIA;42;0.179;12
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q084;GESTIONE DI BASE DATI;E3201Q084 - GESTIONE DI BASE DATI;18;0.167;13
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q072;PRINCIPI DI DIRITTO AMBIENTALE;E3201Q072 - PRINCIPI DI DIRITTO AMBIENTALE;46;0.141;14
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E1301Q061;ECOFISIOLOGIA VEGETALE;E1301Q061 - ECOFISIOLOGIA VEGETALE;18;0.111;15
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q066;FISICA GENERALE;E3201Q066 - FISICA GENERALE;63;0.095;16
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q086;STATISTICA;E3201Q086 - STATISTICA;14;0.071;17
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q082;FISIOLOGIA VEGETALE;E3201Q082 - FISIOLOGIA VEGETALE;31;0.048;18
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q087;CHIMICA DELLE ACQUE;E3201Q087 - CHIMICA DELLE ACQUE;11;0.045;19
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q075;MICROBIOLOGIA E BIOCHIMICA;E3201Q075 - MICROBIOLOGIA E BIOCHIMICA;48;0.021;20
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q088;BIOLOGIA ANIMALE E CELLULARE;E3201Q088 - BIOLOGIA ANIMALE E CELLULARE;51;0.02;21
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q090;GEOGRAFIA FISICA E SISTEMI INFORMATIVI TERRITORIALI;E3201Q090 - GEOGRAFIA FISICA E SISTEMI INFORMATIVI TERRITORIALI;71;0.014;22
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q083;ANALISI CHIMICHE AMBIENTALI;E3201Q083 - ANALISI CHIMICHE AMBIENTALI;45;0.0;23
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E1301Q060;SISTEMATICA VEGETALE;E1301Q060 - SISTEMATICA VEGETALE;6;0.0;23
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M131;METODI MATEMATICI;E3301M131 - METODI MATEMATICI;139;1.932;1
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M128;MATEMATICA GENERALE I;E3301M128 - MATEMATICA GENERALE I;253;1.042;2
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M192;STATISTICA;E3301M192 - STATISTICA;202;0.874;3
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M148;ECONOMIA,GESTIONE DELLE IMPRESE INDUSTRIALI E MARKETING;E3301M148 - ECONOMIA,GESTIONE DELLE IMPRESE INDUSTRIALI E MARKETING;88;0.727;4
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M182;LINGUA-SPAGNOLO;E3301M182 - LINGUA-SPAGNOLO;87;0.724;5
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M140;DIRITTO DEI TRASPORTI;E3301M140 - DIRITTO DEI TRASPORTI;3;0.5;6
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M159;STATISTICA PER L'AZIENDA;E3301M159 - STATISTICA PER L'AZIENDA;71;0.479;7
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M181;LINGUA- FRANCESE;E3301M181 - LINGUA- FRANCESE;61;0.443;8
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M097;ECONOMIA AZIENDALE;E3301M097 - ECONOMIA AZIENDALE;252;0.391;9
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M111;ISTITUZIONI DI DIRITTO PRIVATO;E3301M111 - ISTITUZIONI DI DIRITTO PRIVATO;182;0.324;10
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M180;LINGUA - INGLESE;E3301M180 - LINGUA - INGLESE;213;0.312;11
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M138;ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE;E3301M138 - ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE;59;0.305;12
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M190;ECONOMIA DEL MERCATO MOBILIARE;E3301M190 - ECONOMIA DEL MERCATO MOBILIARE;17;0.294;13
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M143;ECONOMIA DEI MERCATI FINANZIARI;E3301M143 - ECONOMIA DEI MERCATI FINANZIARI;28;0.268;14
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M193;MACROECONOMIA E POLITICHE ECONOMICHE;E3301M193 - MACROECONOMIA E POLITICHE ECONOMICHE;169;0.254;15
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M195;FONDAMENTI DI RAGIONERIA GENERALE E APPLICATA;E3301M195 - FONDAMENTI DI RAGIONERIA GENERALE E APPLICATA;205;0.244;16
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M135;MANAGEMENT E SISTEMA FINANZIARIO;E3301M135 - MANAGEMENT E SISTEMA FINANZIARIO;164;0.238;17
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M196;MANAGEMENT;E3301M196 - MANAGEMENT;183;0.221;18
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M150;DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA;E3301M150 - DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA;37;0.176;19
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M144;ECONOMIA INTERNAZIONALE;E3301M144 - ECONOMIA INTERNAZIONALE;22;0.136;20
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M004;ISTITUZIONI DI DIRITTO PUBBLICO;E3301M004 - ISTITUZIONI DI DIRITTO PUBBLICO;251;0.135;21
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M142;IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA;E3301M142 - IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA;58;0.129;22
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M152;DIRITTO DEL LAVORO;E3301M152 - DIRITTO DEL LAVORO;49;0.112;23
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M194;METODI STATISTICI E INFORMATICA GENERALE;E3301M194 - METODI STATISTICI E INFORMATICA GENERALE;45;0.111;24
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M145;BILANCIO;E3301M145 - BILANCIO;92;0.098;25
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M160;FONDAMENTI DI FINANZA QUANTITATIVA;E3301M160 - FONDAMENTI DI FINANZA QUANTITATIVA;31;0.097;26
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M155;CONTABILITA' DEGLI ENTI PUBBLICI;E3301M155 - CONTABILITA' DEGLI ENTI PUBBLICI;32;0.078;27
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M191;MICROECONOMIA E STORIA ECONOMICA;E3301M191 - MICROECONOMIA E STORIA ECONOMICA;214;0.063;28
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M146;ECONOMIA DELLE AZIENDE PUBBLICHE;E3301M146 - ECONOMIA DELLE AZIENDE PUBBLICHE;16;0.063;28
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M154;DIRITTO DEI MERCATI FINANZIARI;E3301M154 - DIRITTO DEI MERCATI FINANZIARI;25;0.06;29
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M149;DIRITTO PUBBLICO DELL'ECONOMIA I;E3301M149 - DIRITTO PUBBLICO DELL'ECONOMIA I;52;0.058;30
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M183;LINGUA- TEDESCO;E3301M183 - LINGUA- TEDESCO;9;0.056;31
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M151;LEGISLAZIONE BANCARIA;E3301M151 - LEGISLAZIONE BANCARIA;14;0.036;32
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M141;ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;E3301M141 - ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;65;0.015;33
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M157;METODI STATISTICI II;E3301M157 - METODI STATISTICI II;5;0.0;34
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M139;LEGISLAZIONE DEL TURISMO;E3301M139 - LEGISLAZIONE DEL TURISMO;4;0.0;34
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M137;METODI STATISTICI PER IL TURISMO;E3301M137 - METODI STATISTICI PER IL TURISMO;4;0.0;34
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M136;ECONOMIA DEL TURISMO E DELL'INDUSTRIA TURISTICA;E3301M136 - ECONOMIA DEL TURISMO E DELL'INDUSTRIA TURISTICA;5;0.0;34
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E1803M081;FINANZA AZIENDALE;E1803M081 - FINANZA AZIENDALE;4;0.0;34
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q038;INFORMATICA PER LE SCIENZE DELLA TERRA;E3401Q038 - INFORMATICA PER LE SCIENZE DELLA TERRA;45;1.167;1
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q013;MINERALOGIA;E3401Q013 - MINERALOGIA;71;1.056;2
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E1301Q059;ECOLOGIA APPLICATA;E1301Q059 - ECOLOGIA APPLICATA;7;1.0;3
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q039;PRINCIPI DI GEOLOGIA;E3401Q039 - PRINCIPI DI GEOLOGIA;83;0.97;4
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q055;GEOLOGIA STRUTTURALE;E3401Q055 - GEOLOGIA STRUTTURALE;28;0.839;5
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q051;GEOFISICA;E3401Q051 - GEOFISICA;48;0.781;6
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q001;MATEMATICA;E3401Q001 - MATEMATICA;116;0.547;7
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q004;CHIMICA GENERALE E INORGANICA;E3401Q004 - CHIMICA GENERALE E INORGANICA;109;0.528;8
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q036;RILEVAMENTO GEOLOGICO;E3401Q036 - RILEVAMENTO GEOLOGICO;54;0.463;9
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q052;GEOLOGIA DEL QUATERNARIO;E3401Q052 - GEOLOGIA DEL QUATERNARIO;21;0.452;10
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q044;CAMPAGNA GEOLOGICA;E3401Q044 - CAMPAGNA GEOLOGICA;49;0.449;11
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q040;GEOGRAFIA FISICA;E3401Q040 - GEOGRAFIA FISICA;83;0.404;12
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q002;FISICA;E3401Q002 - FISICA;61;0.344;13
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E1301Q062;ECOLOGIA;E1301Q062 - ECOLOGIA;28;0.339;14
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q017;GEOCHIMICA;E3401Q017 - GEOCHIMICA;42;0.298;15
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q046;GEORISORSE;E3401Q046 - GEORISORSE;56;0.277;16
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q053;INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI;E3401Q053 - INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI;25;0.2;17
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q043;SEDIMENTOLOGIA;E3401Q043 - SEDIMENTOLOGIA;62;0.185;18
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q014;PETROGRAFIA;E3401Q014 - PETROGRAFIA;17;0.176;19
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q047;LABORATORIO DI GEOTECNICA;E3401Q047 - LABORATORIO DI GEOTECNICA;52;0.154;20
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q006;PALEONTOLOGIA;E3401Q006 - PALEONTOLOGIA;68;0.147;21
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q042;GEOLOGIA APPLICATA;E3401Q042 - GEOLOGIA APPLICATA;43;0.105;22
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q045;LABORATORIO SIT;E3401Q045 - LABORATORIO SIT;59;0.102;23
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3201Q079;GEOPEDOLOGIA;E3201Q079 - GEOPEDOLOGIA;19;0.079;24
E3401Q;SCIENZE E TECNOLOGIE GEOLOGICHE;E3401Q - SCIENZE E TECNOLOGIE GEOLOGICHE;E3201Q087;CHIMICA DELLE ACQUE;E3201Q087 - CHIMICA DELLE ACQUE;3;0.0;25
E3501Q;MATEMATICA;E3501Q - MATEMATICA;E3001Q043;FISICA III;E3001Q043 - FISICA III;3;1.0;1
E3501Q;MATEMATICA;E3501Q - MATEMATICA;E3501Q003;ALGEBRA I;E3501Q003 - ALGEBRA I;63;0.992;2
E3501Q;MATEMATICA;E3501Q - MATEMATICA;E3501Q064;CALCOLO NUMERICO;E3501Q064 - CALCOLO NUMERICO;28;0.804;3
E3501Q;MATEMATICA;E3501Q - MATEMATICA;E3501Q062;STATISTICA MATEMATICA;E3501Q062 - STATISTICA MATEMATICA;27;0.593;4
