cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;voto_medio_norm;ratio_promossi_iscritti;rating;rank_best;rank_worst
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q056;OPERAZIONI UNITARIE E FONDAMENTALI;E2702Q056 - OPERAZIONI UNITARIE E FONDAMENTALI;0.617;0.833;0.6818;18;6
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q092;CHIMICA INORGANICA I E LABORATORIO;E2702Q092 - CHIMICA INORGANICA I E LABORATORIO;0.677;0.488;0.6203;19;5
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q089;CHIMICA FISICA II E LABORATORIO;E2702Q089 - CHIMICA FISICA II E LABORATORIO;0.728;0.336;0.6104;20;4
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q106;ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE;E2702Q106 - ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE;0.646;0.444;0.5854;21;3
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q001;MATEMATICA I;E2702Q001 - MATEMATICA I;0.562;0.602;0.574;22;2
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q082;CHIMICA GENERALE E LABORATORIO;E2702Q082 - CHIMICA GENERALE E LABORATORIO;0.596;0.432;0.5468;23;1
E3001Q;FISICA;E3001Q - FISICA;E3001Q062;ESPERIMENTAZIONI DI PLASMI;E3001Q062 - ESPERIMENTAZIONI DI PLASMI;1.0;0.938;0.9814;1;29
E3001Q;FISICA;E3001Q - FISICA;E3001Q065;ESPERIMENTAZIONI DI FISICA NUCLEARE E SUBNUCLEARE;E3001Q065 - ESPERIMENTAZIONI DI FISICA NUCLEARE E SUBNUCLEARE;0.864;1.0;0.9048;2;28
E3001Q;FISICA;E3001Q - FISICA;E3501Q059;FISICA MATEMATICA;E3501Q059 - FISICA MATEMATICA;0.861;1.0;0.9027;3;27
E3001Q;FISICA;E3001Q - FISICA;E3001Q063;ESPERIMENTAZIONI DI BIOFISICA;E3001Q063 - ESPERIMENTAZIONI DI BIOFISICA;0.936;0.773;0.8871;4;26
E3001Q;FISICA;E3001Q - FISICA;E3001Q053;LABORATORIO DI ELETTRONICA;E3001Q053 - LABORATORIO DI ELETTRONICA;0.833;0.818;0.8285;5;25
E3001Q;FISICA;E3001Q - FISICA;E2001R014;LOGICA E FILOSOFIA DELLA SCIENZA;E2001R014 - LOGICA E FILOSOFIA DELLA SCIENZA;0.825;0.714;0.7917;6;24
E3001Q;FISICA;E3001Q - FISICA;E3001Q044;LABORATORIO II;E3001Q044 - LABORATORIO II;0.776;0.796;0.782;7;23
E3001Q;FISICA;E3001Q - FISICA;E3001Q068;ELEMENTI DI BIOFOTONICA;E3001Q068 - ELEMENTI DI BIOFOTONICA;0.817;0.692;0.7795;8;22
E3001Q;FISICA;E3001Q - FISICA;E3001Q012;LABORATORIO DI INFORMATICA I;E3001Q012 - LABORATORIO DI INFORMATICA I;0.757;0.652;0.7255;9;21
E3001Q;FISICA;E3001Q - FISICA;E3001Q052;ELEMENTI DI ELETTRONICA;E3001Q052 - ELEMENTI DI ELETTRONICA;0.676;0.829;0.7219;10;20
E3001Q;FISICA;E3001Q - FISICA;E3001Q048;FISICA NUCLEARE E SUBNUCLEARE;E3001Q048 - FISICA NUCLEARE E SUBNUCLEARE;0.723;0.716;0.7209;11;19
E3001Q;FISICA;E3001Q - FISICA;E3001Q042;FISICA II;E3001Q042 - FISICA II;0.82;0.482;0.7186;12;18
E3001Q;FISICA;E3001Q - FISICA;E3001Q037;LABORATORIO I;E3001Q037 - LABORATORIO I;0.725;0.689;0.7142;13;17
E3001Q;FISICA;E3001Q - FISICA;E2401P064;FILOSOFIA DELLA SCIENZA;E2401P064 - FILOSOFIA DELLA SCIENZA;0.642;0.833;0.6993;14;16
E3001Q;FISICA;E3001Q - FISICA;E3001Q010;MATEMATICA PER LA FISICA;E3001Q010 - MATEMATICA PER LA FISICA;0.645;0.822;0.6981;15;15
E3001Q;FISICA;E3001Q - FISICA;E3001Q033;ANALISI MATEMATICA I;E3001Q033 - ANALISI MATEMATICA I;0.652;0.689;0.6631;16;14
E3001Q;FISICA;E3001Q - FISICA;E3001Q043;FISICA III;E3001Q043 - FISICA III;0.719;0.532;0.6629;17;13
E3001Q;FISICA;E3001Q - FISICA;E3001Q036;FISICA I;E3001Q036 - FISICA I;0.693;0.571;0.6564;18;12
E3001Q;FISICA;E3001Q - FISICA;E3001Q067;ELEMENTI DI FISICA MEDICA E AMBIENTALE;E3001Q067 - ELEMENTI DI FISICA MEDICA E AMBIENTALE;0.65;0.645;0.6485;19;11
E3001Q;FISICA;E3001Q - FISICA;E3001Q046;MECCANICA QUANTISTICA;E3001Q046 - MECCANICA QUANTISTICA;0.726;0.444;0.6414;20;10
E3001Q;FISICA;E3001Q - FISICA;E3001Q057;STRUTTURA DELLA MATERIA;E3001Q057 - STRUTTURA DELLA MATERIA;0.689;0.524;0.6395;21;9
E3001Q;FISICA;E3001Q - FISICA;E3001Q003;MECCANICA CLASSICA;E3001Q003 - MECCANICA CLASSICA;0.597;0.527;0.576;22;8
E3001Q;FISICA;E3001Q - FISICA;E3001Q040;ANALISI MATEMATICA II;E3001Q040 - ANALISI MATEMATICA II;0.619;0.473;0.5752;23;7
E3001Q;FISICA;E3001Q - FISICA;E4101B018;ECONOMIA DEI MERCATI MONETARI E FINANZIARI;E4101B018 - ECONOMIA DEI MERCATI MONETARI E FINANZIARI;0.583;0.545;0.5716;24;6
E3001Q;FISICA;E3001Q - FISICA;E3001Q035;ALGEBRA LINEARE E GEOMETRIA;E3001Q035 - ALGEBRA LINEARE E GEOMETRIA;0.534;0.603;0.5547;25;5
E3001Q;FISICA;E3001Q - FISICA;E3001Q038;CHIMICA;E3001Q038 - CHIMICA;0.457;0.426;0.4477;26;4
E3001Q;FISICA;E3001Q - FISICA;E3001Q054;ELEMENTI DI ASTROFISICA;E3001Q054 - ELEMENTI DI ASTROFISICA;0.425;0.433;0.4274;27;3
E3001Q;FISICA;E3001Q - FISICA;E3401Q051;GEOFISICA;E3401Q051 - GEOFISICA;0.479;0.286;0.4211;28;2
E3001Q;FISICA;E3001Q - FISICA;E3001Q055;ELEMENTI DI FISICA TEORICA;E3001Q055 - ELEMENTI DI FISICA TEORICA;0.423;0.342;0.3987;29;1
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q012;LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA;E3002Q012 - LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA;0.735;0.938;0.7959;1;18
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q031;FISICA III CON LABORATORIO;E3002Q031 - FISICA III CON LABORATORIO;0.85;0.625;0.7825;2;17
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q037;LABORATORIO OTTICA DELLA CONTATTOLOGIA;E3002Q037 - LABORATORIO OTTICA DELLA CONTATTOLOGIA;0.661;0.938;0.7441;3;16
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q029;INTERAZIONE LUCE MATERIA;E3002Q029 - INTERAZIONE LUCE MATERIA;0.845;0.467;0.7316;4;15
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q010;TECNICHE FISICHE PER L?OPTOMETRIA GENERALE;E3002Q010 - TECNICHE FISICHE PER L?OPTOMETRIA GENERALE;0.613;0.838;0.6805;5;14
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q027;CHIMICA;E3002Q027 - CHIMICA;0.655;0.667;0.6586;6;13
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q006;FISICA I;E3002Q006 - FISICA I;0.861;0.097;0.6318;7;12
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q008;FISIOLOGIA GENERALE ED OCULARE;E3002Q008 - FISIOLOGIA GENERALE ED OCULARE;0.613;0.608;0.6115;8;11
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q028;SISTEMI OTTICI E OFTALMICI CON LABORATORIO;E3002Q028 - SISTEMI OTTICI E OFTALMICI CON LABORATORIO;0.714;0.361;0.6081;9;10
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q030;STORIA E SVILUPPI DEGLI STRUMENTI OTTICI;E3002Q030 - STORIA E SVILUPPI DEGLI STRUMENTI OTTICI;0.68;0.388;0.5924;10;9
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q002;ISTITUZIONI DI MATEMATICA II;E3002Q002 - ISTITUZIONI DI MATEMATICA II;0.527;0.588;0.5453;11;8
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q009;FISICA II;E3002Q009 - FISICA II;0.508;0.588;0.532;12;7
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q033;OTTICA GEOMETRICA E OFTALMICA CON LABORATORIO;E3002Q033 - OTTICA GEOMETRICA E OFTALMICA CON LABORATORIO;0.627;0.223;0.5058;13;6
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E0201Q054;FARMACOLOGIA;E0201Q054 - FARMACOLOGIA;0.481;0.563;0.5056;14;5
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q011;OTTICA DELLA CONTATTOLOGIA GENERALE;E3002Q011 - OTTICA DELLA CONTATTOLOGIA GENERALE;0.51;0.32;0.453;15;4
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q001;ISTITUZIONI DI MATEMATICA I;E3002Q001 - ISTITUZIONI DI MATEMATICA I;0.259;0.822;0.4279;16;3
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q034;OPTOMETRIA AVANZATA CON LABORATORIO;E3002Q034 - OPTOMETRIA AVANZATA CON LABORATORIO;0.426;0.36;0.4062;17;2
E3002Q;OTTICA E OPTOMETRIA;E3002Q - OTTICA E OPTOMETRIA;E3002Q032;ANATOMIA E ISTOLOGIA UMANA E OCULARE;E3002Q032 - ANATOMIA E ISTOLOGIA UMANA E OCULARE;0.44;0.219;0.3737;18;1
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q116;ELEMENTI DI BIOINFORMATICA;E3101Q116 - ELEMENTI DI BIOINFORMATICA;0.969;0.762;0.9069;1;30
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q117;BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI;E3101Q117 - BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI;0.972;0.677;0.8835;2;29
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q121;METODI FORMALI;E3101Q121 - METODI FORMALI;0.786;1.0;0.8502;3;28
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q120;INTERAZIONE UOMO - MACCHINA;E3101Q120 - INTERAZIONE UOMO - MACCHINA;0.802;0.882;0.826;4;27
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q109;ANALISI E PROGETTAZIONE DEL SOFTWARE;E3101Q109 - ANALISI E PROGETTAZIONE DEL SOFTWARE;0.781;0.856;0.8035;5;26
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q105;PROGRAMMAZIONE 1;E3101Q105 - PROGRAMMAZIONE 1;0.718;1.0;0.8026;6;25
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q111;LINGUAGGI E COMPUTABILITA';E3101Q111 - LINGUAGGI E COMPUTABILITA';0.684;0.996;0.7776;7;24
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q123;SICUREZZA ED AFFIDABILITA';E3101Q123 - SICUREZZA ED AFFIDABILITA';0.728;0.868;0.77;8;23
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q107;ALGORITMI E STRUTTURE DATI;E3101Q107 - ALGORITMI E STRUTTURE DATI;0.714;0.807;0.7419;9;22
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q131;METODI INFORMATICI PER LA GESTIONE AZIENDALE;E3101Q131 - METODI INFORMATICI PER LA GESTIONE AZIENDALE;0.845;0.492;0.7391;10;21
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q122;PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA;E3101Q122 - PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA;0.815;0.471;0.7118;11;20
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q106;PROGRAMMAZIONE 2;E3101Q106 - PROGRAMMAZIONE 2;0.596;0.966;0.707;12;19
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q112;SISTEMI DISTRIBUITI;E3101Q112 - SISTEMI DISTRIBUITI;0.658;0.813;0.7045;13;18
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q113;ANALISI E PROGETTO DI ALGORITMI;E3101Q113 - ANALISI E PROGETTO DI ALGORITMI;0.724;0.627;0.6949;14;17
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q108;LINGUAGGI DI PROGRAMMAZIONE;E3101Q108 - LINGUAGGI DI PROGRAMMAZIONE;0.641;0.799;0.6884;15;16
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q114;ROBOTICA E AUTOMAZIONE;E3101Q114 - ROBOTICA E AUTOMAZIONE;0.817;0.357;0.679;16;15
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q127;PROBABILITA' E STATISTICA PER L'INFORMATICA;E3101Q127 - PROBABILITA' E STATISTICA PER L'INFORMATICA;0.676;0.662;0.6718;17;14
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q130;FISICA;E3101Q130 - FISICA;0.649;0.719;0.67;18;13
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q126;TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI;E3101Q126 - TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI;0.583;0.833;0.658;19;12
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q115;COMPLEMENTI DI BASI DI DATI;E3101Q115 - COMPLEMENTI DI BASI DI DATI;0.496;0.979;0.6409;20;11
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q118;ELABORAZIONE DELLE IMMAGINI;E3101Q118 - ELABORAZIONE DELLE IMMAGINI;0.616;0.667;0.6313;21;10
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q124;SISTEMI EMBEDDED;E3101Q124 - SISTEMI EMBEDDED;0.692;0.464;0.6236;22;9
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q103;BASI DI DATI;E3101Q103 - BASI DI DATI;0.669;0.46;0.6063;23;8
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q128;RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE;E3101Q128 - RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE;0.469;0.879;0.592;24;7
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q102;FONDAMENTI DELL'INFORMATICA;E3101Q102 - FONDAMENTI DELL'INFORMATICA;0.465;0.735;0.546;25;6
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q110;RETI E SISTEMI OPERATIVI;E3101Q110 - RETI E SISTEMI OPERATIVI;0.507;0.58;0.5289;26;5
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q129;METODI ALGEBRICI PER L'INFORMATICA;E3101Q129 - METODI ALGEBRICI PER L'INFORMATICA;0.326;0.438;0.3596;27;4
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q100;ANALISI MATEMATICA;E3101Q100 - ANALISI MATEMATICA;0.221;0.497;0.3038;28;3
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q104;ARCHITETTURA DEGLI ELABORATORI;E3101Q104 - ARCHITETTURA DEGLI ELABORATORI;0.3;0.254;0.2862;29;2
E3101Q;INFORMATICA;E3101Q - INFORMATICA;E3101Q101;COMPLEMENTI DI MATEMATICA;E3101Q101 - COMPLEMENTI DI MATEMATICA;0.239;0.183;0.2222;30;1
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q087;CHIMICA DELLE ACQUE;E3201Q087 - CHIMICA DELLE ACQUE;0.85;0.909;0.8677;1;21
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q083;ANALISI CHIMICHE AMBIENTALI;E3201Q083 - ANALISI CHIMICHE AMBIENTALI;0.78;1.0;0.846;2;20
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q090;GEOGRAFIA FISICA E SISTEMI INFORMATIVI TERRITORIALI;E3201Q090 - GEOGRAFIA FISICA E SISTEMI INFORMATIVI TERRITORIALI;0.698;0.973;0.7805;3;19
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E1301Q061;ECOFISIOLOGIA VEGETALE;E1301Q061 - ECOFISIOLOGIA VEGETALE;0.75;0.8;0.765;4;18
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q084;GESTIONE DI BASE DATI;E3201Q084 - GESTIONE DI BASE DATI;0.728;0.833;0.7595;5;17
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q082;FISIOLOGIA VEGETALE;E3201Q082 - FISIOLOGIA VEGETALE;0.687;0.906;0.7527;6;16
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q072;PRINCIPI DI DIRITTO AMBIENTALE;E3201Q072 - PRINCIPI DI DIRITTO AMBIENTALE;0.712;0.808;0.7408;7;15
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q088;BIOLOGIA ANIMALE E CELLULARE;E3201Q088 - BIOLOGIA ANIMALE E CELLULARE;0.618;0.962;0.7212;8;14
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q079;GEOPEDOLOGIA;E3201Q079 - GEOPEDOLOGIA;0.681;0.8;0.7167;9;13
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q066;FISICA GENERALE;E3201Q066 - FISICA GENERALE;0.596;0.818;0.6626;10;12
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q076;ECOLOGIA;E3201Q076 - ECOLOGIA;0.747;0.444;0.6561;11;11
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q074;CHIMICA ORGANICA;E3201Q074 - CHIMICA ORGANICA;0.697;0.56;0.6559;12;10
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q069;BOTANICA;E3201Q069 - BOTANICA;0.646;0.533;0.6121;13;9
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q073;FISICA APPLICATA;E3201Q073 - FISICA APPLICATA;0.727;0.314;0.6031;14;8
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q092;CHIMICA FISICA;E3201Q092 - CHIMICA FISICA;0.674;0.377;0.5849;15;7
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q091;FISICA TERRESTRE;E3201Q091 - FISICA TERRESTRE;0.549;0.547;0.5484;16;6
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q107;PRINCIPI DI SCIENZE DELLA TERRA;E3201Q107 - PRINCIPI DI SCIENZE DELLA TERRA;0.502;0.653;0.5473;17;5
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q106;CHIMICA ANALITICA;E3201Q106 - CHIMICA ANALITICA;0.609;0.388;0.5427;18;4
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q040;MATEMATICA II;E3201Q040 - MATEMATICA II;0.511;0.507;0.5098;19;3
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q067;CHIMICA GENERALE ED INORGANICA;E3201Q067 - CHIMICA GENERALE ED INORGANICA;0.371;0.369;0.3704;20;2
E3201Q;SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q - SCIENZE E TECNOLOGIE PER L'AMBIENTE;E3201Q001;MATEMATICA I;E3201Q001 - MATEMATICA I;0.43;0.227;0.3691;21;1
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M145;BILANCIO;E3301M145 - BILANCIO;0.896;0.833;0.8771;1;32
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M151;LEGISLAZIONE BANCARIA;E3301M151 - LEGISLAZIONE BANCARIA;0.732;0.933;0.7923;2;31
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M141;ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;E3301M141 - ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE;0.674;0.97;0.7628;3;30
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M154;DIRITTO DEI MERCATI FINANZIARI;E3301M154 - DIRITTO DEI MERCATI FINANZIARI;0.708;0.889;0.7623;4;29
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M183;LINGUA- TEDESCO;E3301M183 - LINGUA- TEDESCO;0.687;0.889;0.7476;5;28
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M190;ECONOMIA DEL MERCATO MOBILIARE;E3301M190 - ECONOMIA DEL MERCATO MOBILIARE;0.74;0.762;0.7466;6;27
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M160;FONDAMENTI DI FINANZA QUANTITATIVA;E3301M160 - FONDAMENTI DI FINANZA QUANTITATIVA;0.676;0.875;0.7357;7;26
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M149;DIRITTO PUBBLICO DELL'ECONOMIA I;E3301M149 - DIRITTO PUBBLICO DELL'ECONOMIA I;0.657;0.909;0.7326;8;25
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M155;CONTABILITA' DEGLI ENTI PUBBLICI;E3301M155 - CONTABILITA' DEGLI ENTI PUBBLICI;0.664;0.886;0.7306;9;24
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M152;DIRITTO DEL LAVORO;E3301M152 - DIRITTO DEL LAVORO;0.685;0.804;0.7207;10;23
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M150;DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA;E3301M150 - DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA;0.715;0.717;0.7156;11;22
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M135;MANAGEMENT E SISTEMA FINANZIARIO;E3301M135 - MANAGEMENT E SISTEMA FINANZIARIO;0.664;0.812;0.7084;12;21
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M194;METODI STATISTICI E INFORMATICA GENERALE;E3301M194 - METODI STATISTICI E INFORMATICA GENERALE;0.652;0.796;0.6952;13;20
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M191;MICROECONOMIA E STORIA ECONOMICA;E3301M191 - MICROECONOMIA E STORIA ECONOMICA;0.602;0.907;0.6935;14;19
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M142;IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA;E3301M142 - IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA;0.657;0.776;0.6927;15;18
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M111;ISTITUZIONI DI DIRITTO PRIVATO;E3301M111 - ISTITUZIONI DI DIRITTO PRIVATO;0.732;0.581;0.6867;16;17
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M193;MACROECONOMIA E POLITICHE ECONOMICHE;E3301M193 - MACROECONOMIA E POLITICHE ECONOMICHE;0.687;0.673;0.6828;17;16
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M195;FONDAMENTI DI RAGIONERIA GENERALE E APPLICATA;E3301M195 - FONDAMENTI DI RAGIONERIA GENERALE E APPLICATA;0.667;0.662;0.6655;18;15
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M196;MANAGEMENT;E3301M196 - MANAGEMENT;0.621;0.762;0.6633;19;14
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M143;ECONOMIA DEI MERCATI FINANZIARI;E3301M143 - ECONOMIA DEI MERCATI FINANZIARI;0.596;0.743;0.6401;20;13
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M144;ECONOMIA INTERNAZIONALE;E3301M144 - ECONOMIA INTERNAZIONALE;0.567;0.778;0.6303;21;12
E3301M;ECONOMIA E COMMERCIO;E3301M - ECONOMIA E COMMERCIO;E3301M181;LINGUA- FRANCESE;E3301M181 - LINGUA- FRANCESE;0.605;0.649;0.6182;22;11
